player,birthday,year,month,yrs
Alex Poythress,06/09/93,1993,september,3
Sean Singletary,06/09/85,1985,september,1
John Wall,06/09/90,1990,september,9
Gerry Ward,06/09/41,1941,september,4
Kevin Willis,06/09/62,1962,september,21
Cliff Anderson,07/09/44,1944,september,4
Mateen Cleaves,07/09/77,1977,september,6
Charlie Davis,07/09/49,1949,september,3
Ralph Davis,07/09/38,1938,september,2
Mike Grosso,07/09/47,1947,september,1
Joe Hamood,07/09/43,1943,september,1
Jack Hewson,07/09/24,1924,september,1
Demetrius Jackson,07/09/94,1994,september,3
Cheese Johnson,07/09/57,1957,september,1
Wilbert Kautz,07/09/15,1915,september,1
Toby Kimball,07/09/42,1942,september,9
Kevin Love,07/09/88,1988,september,12
Clyde Lovellette*,07/09/29,1929,september,11
Antonio McDyess,07/09/74,1974,september,15
Alfred McGuire*,07/09/28,1928,september,4
Pops Mensah-Bonsu,07/09/83,1983,september,4
John Mills,07/09/19,1919,september,1
Donovan Mitchell,07/09/96,1996,september,3
Dorie Murrey,07/09/43,1943,september,6
Bob Verga,07/09/45,1945,september,6
Perry Warbington,07/09/52,1952,september,1
Will Blalock,08/09/83,1983,september,1
Derrick Brown,08/09/87,1987,september,3
Maurice Cheeks*,08/09/56,1956,september,15
Jason Collier,08/09/77,1977,september,5
Matthew Dellavedova,08/09/90,1990,september,7
Jim Krebs,08/09/35,1935,september,7
Latrell Sprewell,08/09/70,1970,september,13
Larry Spriggs,08/09/59,1959,september,5
John Thomas,08/09/75,1975,september,5
Clarence Weatherspoon,08/09/70,1970,september,13
B.J. Armstrong,09/09/67,1967,september,11
Shane Battier,09/09/78,1978,september,13
Dairis Bertāns,09/09/89,1989,september,1
Lance Blanks,09/09/66,1966,september,3
Fran Curran,09/09/22,1922,september,2
Walter Davis,09/09/54,1954,september,15
Steve Downing,09/09/50,1950,september,2
Josh Gray,09/09/93,1993,september,2
Alvin Jones,09/09/78,1978,september,1
Warren Kidd,09/09/70,1970,september,1
Dan Majerle,09/09/65,1965,september,14
Tharon Mayes,09/09/68,1968,september,1
Luc Mbah a Moute,09/09/86,1986,september,12
Hanno Möttölä,09/09/76,1976,september,2
Stan Noszka,09/09/20,1920,september,3
Sean Rooks,09/09/69,1969,september,12
Jose Slaughter,09/09/60,1960,september,1
J.R. Smith,09/09/85,1985,september,16
Harthorne Wingo,09/09/47,1947,september,4
Stephen Zimmerman,09/09/96,1996,september,1
Harry Donovan,10/09/26,1926,september,1
Zabian Dowdell,10/09/84,1984,september,1
Matt Geiger,10/09/69,1969,september,10
Mike Glenn,10/09/55,1955,september,10
Bob Lanier*,10/09/48,1948,september,14
Ricky Ledo,10/09/92,1992,september,2
Barry Liebowitz,10/09/45,1945,september,1
Roger Mason,10/09/80,1980,september,10
Billy Reid,10/09/57,1957,september,1
Nick Shaback,10/09/18,1918,september,1
Tal Skinner,10/09/52,1952,september,2
Willie Sojourner,10/09/48,1948,september,4
Sedale Threatt,10/09/61,1961,september,14
Ray Tolbert,10/09/58,1958,september,5
Ben Wallace,10/09/74,1974,september,16
Quinndary Weatherspoon,10/09/96,1996,september,1
Jay Williams,10/09/81,1981,september,1
Ike Diogu,11/09/83,1983,september,6
Joe Hassett,11/09/55,1955,september,6
Frank Kendrick,11/09/50,1950,september,1
Shaun Livingston,11/09/85,1985,september,14
Paul McCracken,11/09/50,1950,september,3
Johnny Neumann,11/09/51,1951,september,7
Dave Newmark,11/09/46,1946,september,3
Marcus Paige,11/09/93,1993,september,1
Mark Pope,11/09/72,1972,september,6
Mike Price,11/09/48,1948,september,3
Willie Rogers,11/09/45,1945,september,1
Bob Shea,11/09/24,1924,september,1
Art Spoelstra,11/09/32,1932,september,4
Vince Taylor,11/09/60,1960,september,1
Gerald Wilkins,11/09/63,1963,september,13
Kevin Williams,11/09/61,1961,september,5
A.J. Wynder,11/09/64,1964,september,1
Darrell Allums,12/09/58,1958,september,1
John Coughran,12/09/51,1951,september,1
Terry Dehere,12/09/71,1971,september,6
Clemon Johnson,12/09/56,1956,september,10
Phil Jordon,12/09/33,1933,september,7
Vernon Maxwell,12/09/65,1965,september,13
Yao Ming*,12/09/80,1980,september,8
Zoran Planinić,12/09/82,1982,september,3
Ernie Vandeweghe,12/09/28,1928,september,6
Robert Werdann,12/09/70,1970,september,3
Whitey Bell,13/09/32,1932,september,2
Curtis Borchardt,13/09/80,1980,september,2
Jim Cleamons,13/09/49,1949,september,9
Cheick Diallo,13/09/96,1996,september,4
Brian Evans,13/09/73,1973,september,3
Gene Guarilia,13/09/37,1937,september,4
Charlie Hardnett,13/09/38,1938,september,3
Charles Hentz,13/09/47,1947,september,1
Nenê Hilário,13/09/82,1982,september,17
Anthony Jones,13/09/62,1962,september,3
Travis Knight,13/09/74,1974,september,7
John Murphy,13/09/24,1924,september,1
Willie Murrell,13/09/41,1941,september,3
Curtis Perry,13/09/48,1948,september,8
Ed Sherod,13/09/59,1959,september,1
Sean Williams,13/09/86,1986,september,4
Larry Brown*,14/09/40,1940,september,5
Jimmy Butler,14/09/89,1989,september,9
Jevon Carter,14/09/95,1995,september,2
Pete Chilcutt,14/09/68,1968,september,9
Lars Hansen,14/09/54,1954,september,1
Jared Harper,14/09/97,1997,september,1
Gary Harris,14/09/94,1994,september,6
Darrell Lockhart,14/09/60,1960,september,1
Bud Palmer,14/09/21,1921,september,3
Kenny Rollins,14/09/23,1923,september,3
Alvin Scott,14/09/55,1955,september,8
Jonathon Simmons,14/09/89,1989,september,4
George Sutor,14/09/43,1943,september,3
Reggie Williams,14/09/86,1986,september,7
Dionte Christmas,15/09/86,1986,september,1
John Comeaux,15/09/43,1943,september,1
Sherman Douglas,15/09/66,1966,september,12
Mike Dunleavy,15/09/80,1980,september,15
Bob Greacen,15/09/47,1947,september,3
Marc Iavaroni,15/09/56,1956,september,7
Jaren Jackson,15/09/99,1999,september,2
Buddy Jeannette*,15/09/17,1917,september,3
Whitey Kachan,15/09/25,1925,september,1
Keith Langford,15/09/83,1983,september,1
Pete Myers,15/09/63,1963,september,9
Wiley Peck,15/09/57,1957,september,1
Cliff Pondexter,15/09/54,1954,september,3
Josh Richardson,15/09/93,1993,september,5
Dennis Schröder,15/09/93,1993,september,7
Jason Terry,15/09/77,1977,september,19
Michael Wilson,15/09/59,1959,september,3
Elgin Baylor*,16/09/34,1934,september,14
Jaron Blossomgame,16/09/93,1993,september,1
Ron Brewer,16/09/55,1955,september,8
Greg Buckner,16/09/76,1976,september,10
Dan Dickau,16/09/78,1978,september,6
Aaron Gordon,16/09/95,1995,september,6
Charlie Hoefer,16/09/21,1921,september,2
Bob Kinney,16/09/20,1920,september,2
Bill McGill,16/09/39,1939,september,5
Nigel Williams-Goss,16/09/94,1994,september,1
juner Bridgeman,17/09/53,1953,september,12
Al Carlson,17/09/51,1951,september,1
Lester Conner,17/09/59,1959,september,12
Phil Jackson*,17/09/45,1945,september,12
Greg Kelser,17/09/57,1957,september,6
Lonnie Kluttz,17/09/45,1945,september,1
Alfonzo McKinnie,17/09/92,1992,september,3
Doug Smith,17/09/69,1969,september,5
Rasheed Wallace,17/09/74,1974,september,16
Kermit Washington,17/09/51,1951,september,10
Bob Cluggish,18/09/17,1917,september,1
Earl Gardner,18/09/23,1923,september,1
Serge Ibaka,18/09/89,1989,september,11
Dennis Johnson*,18/09/54,1954,september,14
Harold Keeling,18/09/63,1963,september,1
Toni Kukoč,18/09/68,1968,september,13
Greg Minor,18/09/71,1971,september,5
Travis Outlaw,18/09/84,1984,september,11
Les Pugh,18/09/22,1922,september,2
Red Rocha,18/09/23,1923,september,9
Reggie Royals,18/09/50,1950,september,1
Mirza Teletović,18/09/85,1985,september,6
Jim Ard,19/09/48,1948,september,8
Raja Bell,19/09/76,1976,september,12
Tim Breaux,19/09/70,1970,september,3
J.R. Bremer,19/09/80,1980,september,2
Brandon Clarke,19/09/96,1996,september,1
Andre Dawkins,19/09/91,1991,september,1
Blaine Denning,19/09/30,1930,september,1
Tyreke Evans,19/09/89,1989,september,10
Ben Gillery,19/09/65,1965,september,1
Ken Green,19/09/59,1959,september,1
Scott Haskin,19/09/70,1970,september,1
Carl Landry,19/09/83,1983,september,9
Jack McCloskey,19/09/25,1925,september,1
CJ McCollum,19/09/91,1991,september,7
Chet McNabb,19/09/20,1920,september,1
Stan Miasek,19/09/23,1923,september,6
Jaylen Morris,19/09/95,1995,september,2
Dejounte Murray,19/09/96,1996,september,3
Barry Nelson,19/09/49,1949,september,1
Chris Silva,19/09/96,1996,september,1
Buck Sydnor,19/09/21,1921,september,1
George Tinsley,19/09/46,1946,september,2
Sidney Wicks,19/09/49,1949,september,10
Trae Young,19/09/98,1998,september,2
Kyle Anderson,20/09/93,1993,september,6
Lazaro Borrell,20/09/72,1972,september,1
Jim Johnstone,20/09/60,1960,september,1
Vernon Macklin,20/09/86,1986,september,1
Donatas Motiejūnas,20/09/90,1990,september,6
Dave Twardzik,20/09/50,1950,september,8
Matthew Aitch,21/09/44,1944,september,1
Al-Farouq Aminu,21/09/90,1990,september,10
Dick Atha,21/09/31,1931,september,2
Jim Burns,21/09/45,1945,september,1
Bruno Caboclo,21/09/95,1995,september,6
Randolph Childress,21/09/72,1972,september,2
Steve Courtin,21/09/42,1942,september,1
Bryce Drew,21/09/74,1974,september,6
Artis Gilmore*,21/09/49,1949,september,17
Jack Givens,21/09/56,1956,september,2
Hal Hale,21/09/45,1945,september,1
Manny Harris,21/09/89,1989,september,4
Rick Mahorn,21/09/58,1958,september,18
Devyn Marble,21/09/92,1992,september,2
Doug Moe,21/09/38,1938,september,5
Sidney Moncrief*,21/09/57,1957,september,11
Keith Smart,21/09/64,1964,september,1
Ron Sobie,21/09/34,1934,september,4
Larry Stewart,21/09/68,1968,september,5
Joe Strawder,21/09/40,1940,september,3
David Wear,21/09/90,1990,september,1
Travis Wear,21/09/90,1990,september,2
Al Brightman,22/09/23,1923,september,1
Bill Edwards,22/09/71,1971,september,1
Dakari Johnson,22/09/95,1995,september,1
Larry Jones,22/09/42,1942,september,8
Pace Mannion,22/09/60,1960,september,6
Red Mihalik,22/09/16,1916,september,1
Gary Trent,22/09/74,1974,september,9
Cezary Trybański,22/09/79,1979,september,2
Luther Wright,22/09/71,1971,september,1
J.J. Anderson,23/09/60,1960,september,3
Charles Beasley,23/09/45,1945,september,4
Ray Blume,23/09/58,1958,september,1
Pete Brennan,23/09/36,1936,september,1
John Collins,23/09/97,1997,september,3
Tyler Cook,23/09/97,1997,september,1
Ricky Davis,23/09/79,1979,september,12
Jim Farmer,23/09/64,1964,september,5
Brandon Jennings,23/09/89,1989,september,9
Larry Krystkowiak,23/09/64,1964,september,9
Cuonzo Martin,23/09/71,1971,september,2
Matt Mazza,23/09/23,1923,september,1
Eric Montross,23/09/71,1971,september,8
Randy Woods,23/09/70,1970,september,4
Joe Bradley,24/09/28,1928,september,1
Brad Branson,24/09/58,1958,september,2
Bobby Brown,24/09/84,1984,september,4
Kim English,24/09/88,1988,september,1
Randy Foye,24/09/83,1983,september,11
Kiwane Garris,24/09/74,1974,september,2
Drew Gooden,24/09/81,1981,september,14
Woody Grimshaw,24/09/19,1919,september,1
Jim Holstein,24/09/30,1930,september,4
Perry Jones,24/09/91,1991,september,3
Cedric Lewis,24/09/69,1969,september,1
Joe McNamee,24/09/26,1926,september,2
Jackie Moore,24/09/32,1932,september,3
Connie Norman,24/09/53,1953,september,3
Rodrick Rhodes,24/09/73,1973,september,3
Rayjon Tucker,24/09/97,1997,september,1
Morlon Wiley,24/09/66,1966,september,7
Ron Williams,24/09/44,1944,september,8
Chauncey Billups,25/09/76,1976,september,17
Carl Braun*,25/09/27,1927,september,13
E.C. Coleman,25/09/50,1950,september,6
Jimmy Darrow,25/09/37,1937,september,1
Bob McAdoo*,25/09/51,1951,september,14
Rashad McCants,25/09/84,1984,september,4
Abdel Nader,25/09/93,1993,september,3
Scottie Pippen*,25/09/65,1965,september,17
Lucius Allen,26/09/47,1947,september,10
Radisav Ćurčić,26/09/65,1965,september,1
Bob Duffy,26/09/40,1940,september,3
Mike Farmer,26/09/36,1936,september,7
Joe Holland,26/09/25,1925,september,3
Michael Kidd-Gilchrist,26/09/93,1993,september,8
Mel McGaha,26/09/26,1926,september,1
Shake Milton,26/09/96,1996,september,2
Martin Müürsepp,26/09/74,1974,september,2
John Roche,26/09/49,1949,september,8
Trevor Ruffin,26/09/70,1970,september,2
Jerry Smith,26/09/87,1987,september,1
Greg Stiemsma,26/09/85,1985,september,4
Mark Bradtke,27/09/68,1968,september,1
Norris Coleman,27/09/61,1961,september,1
David Cooke,27/09/63,1963,september,1
Kenneth Gardner,27/09/49,1949,september,1
Ed Gray,27/09/75,1975,september,2
Chris Herren,27/09/75,1975,september,2
Steve Kerr,27/09/65,1965,september,15
Anthony Morrow,27/09/85,1985,september,9
Chris Quinn,27/09/83,1983,september,6
Chuck Terry,27/09/50,1950,september,5
Monte Towe,27/09/53,1953,september,2
Christian Wood,27/09/95,1995,september,4
Khem Birch,28/09/92,1992,september,3
José Calderón,28/09/81,1981,september,14
Johnny Dawkins,28/09/63,1963,september,9
Keith Edmonson,28/09/60,1960,september,2
Juan Hernangómez,28/09/95,1995,september,4
Darius Johnson-Odom,28/09/89,1989,september,2
Randolph Mahaffey,28/09/45,1945,september,4
Caleb Martin,28/09/95,1995,september,1
Cody Martin,28/09/95,1995,september,1
Emeka Okafor,28/09/82,1982,september,10
Anderson Varejão,28/09/82,1982,september,13
Bonzi Wells,28/09/76,1976,september,10
Mitchell Wiggins,28/09/59,1959,september,6
Vic Bartolome,29/09/48,1948,september,1
Chuck Cooper*,29/09/26,1926,september,6
Kevin Durant,29/09/88,1988,september,12
Hersey Hawkins,29/09/66,1966,september,13
Darington Hobson,29/09/87,1987,september,1
Jerome Jordan,29/09/86,1986,september,2
Brad Lohaus,29/09/64,1964,september,11
Dick O'Keefe,29/09/23,1923,september,4
John Paxson,29/09/60,1960,september,11
Eddie Phillips,29/09/61,1961,september,1
Jeff Sheppard,29/09/74,1974,september,1
Art Williams,29/09/39,1939,september,8
John Drew,30/09/54,1954,september,11
Chuck Gardner,30/09/44,1944,september,1
Aaron Holiday,30/09/96,1996,september,2
Joffrey Lauvergne,30/09/91,1991,september,4
Eric Piatkowski,30/09/70,1970,september,14
Mark Randall,30/09/67,1967,september,4
Red Robbins,30/09/44,1944,september,8
Wayne Selden,30/09/94,1994,september,3
Hal Uplinger,30/09/29,1929,september,1
Jerome Whitehead,30/09/56,1956,september,11
Rubén Wolkowyski,30/09/73,1973,september,2
Chris Wright,30/09/88,1988,september,2
Daniel Gafford,01/10/98,1998,october,1
Jack Gillespie,01/10/47,1947,october,1
Alton Lister,01/10/58,1958,october,16
Art Long,01/10/72,1972,october,3
Dick Nemelka,01/10/43,1943,october,1
Tony Zeno,01/10/57,1957,october,1
Odis Allison,02/10/49,1949,october,1
Dick Barnett,02/10/36,1936,october,14
Tom Boswell,02/10/53,1953,october,6
Brian Bowen,02/10/98,1998,october,1
Primož Brezec,02/10/79,1979,october,8
Harold Brown,02/10/23,1923,october,1
Tyson Chandler,02/10/82,1982,october,19
Connie Dierking,02/10/36,1936,october,10
Matt Freije,02/10/81,1981,october,2
Brandon Goodwin,02/10/95,1995,october,2
juner Harrington,02/10/80,1980,october,3
Joe Ingles,02/10/87,1987,october,6
Anthony Johnson,02/10/74,1974,october,13
Arvid Kramer,02/10/56,1956,october,1
Shane Larkin,02/10/92,1992,october,4
Aaron McKie,02/10/72,1972,october,13
Ken Menke,02/10/22,1922,october,1
Sam Pellom,02/10/51,1951,october,4
Ryan Robertson,02/10/76,1976,october,1
Stefano Rusconi,02/10/68,1968,october,1
John Trapp,02/10/45,1945,october,5
Aaron Williams,02/10/71,1971,october,14
Kyle Collinsworth,03/10/91,1991,october,1
Bill Davis,03/10/20,1920,october,1
Greg Foster,03/10/68,1968,october,13
Cedric Henderson,03/10/65,1965,october,1
Jonathan Isaac,03/10/97,1997,october,3
Courtney Lee,03/10/85,1985,october,12
John Mandic,03/10/19,1919,october,2
Eddie Mast,03/10/48,1948,october,3
Gary Neal,03/10/84,1984,october,7
London Perrantes,03/10/94,1994,october,1
Michael Phelps,03/10/61,1961,october,3
Theron Smith,03/10/80,1980,october,2
Jay Taylor,03/10/67,1967,october,1
Peter Thibeaux,03/10/61,1961,october,2
Carl Thomas,03/10/69,1969,october,3
Charles Thomas,03/10/69,1969,october,1
John Vallely,03/10/48,1948,october,2
Rich Yonakor,03/10/58,1958,october,1
Antonio Blakeney,04/10/96,1996,october,2
Noel Felix,04/10/81,1981,october,1
Jim Grandholm,04/10/60,1960,october,1
A.C. Green,04/10/63,1963,october,16
Steve Green,04/10/53,1953,october,4
James Jones,04/10/80,1980,october,14
Jim McElroy,04/10/53,1953,october,7
Hub Reed,04/10/36,1936,october,7
Truck Robinson,04/10/51,1951,october,11
Derrick Rose,04/10/88,1988,october,11
Norm Swanson,04/10/30,1930,october,1
Kurt Thomas,04/10/72,1972,october,18
Tate Armstrong,05/10/55,1955,october,2
Rex Chapman,05/10/67,1967,october,12
Charles Davis,05/10/58,1958,october,8
Billy DeAngelis,05/10/46,1946,october,1
Jerome Henderson,05/10/59,1959,october,2
Grant Hill*,05/10/72,1972,october,18
Aaron James,05/10/52,1952,october,5
Jeff Lebo,05/10/66,1966,october,1
Al Lujack,05/10/20,1920,october,1
John McCullough,05/10/56,1956,october,1
Kenny Natt,05/10/58,1958,october,3
Tornike Shengelia,05/10/91,1991,october,2
Adrian Smith,05/10/36,1936,october,11
Yuta Tabuse,05/10/80,1980,october,1
Dwight Waller,05/10/45,1945,october,3
Chris Whitney,05/10/71,1971,october,11
Brandan Wright,05/10/87,1987,october,10
Cody Zeller,05/10/92,1992,october,7
Quincy Acy,06/10/90,1990,october,7
Ricky Berry,06/10/64,1964,october,1
Jordan Hamilton,06/10/90,1990,october,5
Reggie Hanson,06/10/68,1968,october,1
Shaquille Harrison,06/10/93,1993,october,3
Joe Hutton,06/10/28,1928,october,2
DeMarco Johnson,06/10/75,1975,october,1
Tommy Kearns,06/10/36,1936,october,1
Wendell Ladner,06/10/48,1948,october,5
Stan McKenzie,06/10/44,1944,october,7
Carl Nicks,06/10/58,1958,october,3
Walker Russell,06/10/82,1982,october,1
Ken Spain,06/10/46,1946,october,1
Frankie Baumholtz,07/10/18,1918,october,1
Bill Ebben,07/10/35,1935,october,1
Harold Ellis,07/10/70,1970,october,3
Desmon Farmer,07/10/81,1981,october,2
Alex Groza,07/10/26,1926,october,2
Gary Hill,07/10/41,1941,october,2
Damion James,07/10/87,1987,october,4
Bob Martin,07/10/69,1969,october,2
Willie Naulls,07/10/34,1934,october,10
Ron Nelson,07/10/46,1946,october,1
A.J. Price,07/10/86,1986,october,6
Nik Stauskas,07/10/93,1993,october,5
Bob Wood,07/10/21,1921,october,1
Gary Alcorn,08/10/36,1936,october,2
Grayson Allen,08/10/95,1995,october,2
Ed Bartels,08/10/25,1925,october,2
Devontae Cacok,08/10/96,1996,october,1
Dennis Holman,08/10/45,1945,october,1
Willie Iverson,08/10/45,1945,october,1
Mangok Mathiang,08/10/92,1992,october,1
Sid Tanenbaum,08/10/25,1925,october,2
Tyson Wheeler,08/10/75,1975,october,1
Monty Williams,08/10/71,1971,october,9
Jerome Anderson,09/10/53,1953,october,2
Kenny Anderson,09/10/70,1970,october,14
Keith Booth,09/10/74,1974,october,2
Craig Brackins,09/10/87,1987,october,2
Harry Dinnel,09/10/40,1940,october,1
Juan Dixon,09/10/78,1978,october,7
Jerian Grant,09/10/92,1992,october,5
Ron Livingstone,09/10/25,1925,october,2
Darius Miles,09/10/81,1981,october,7
Arnie Risen*,09/10/24,1924,october,10
Bob Sims,09/10/38,1938,october,2
Henry Walker,09/10/87,1987,october,5
Kenny Battle,10/10/64,1964,october,4
Anthony Brown,10/10/92,1992,october,3
Reggie Carter,10/10/57,1957,october,2
Michael Carter-Williams,10/10/91,1991,october,7
Yinka Dare,10/10/72,1972,october,4
Ron Dorsey,10/10/48,1948,october,1
Rod Foster,10/10/60,1960,october,3
Don Henriksen,10/10/29,1929,october,2
Ryan Hollins,10/10/84,1984,october,10
Stanley Jackson,10/10/70,1970,october,1
Nathan Jawai,10/10/86,1986,october,2
Derrick McKey,10/10/66,1966,october,15
Joel Przybilla,10/10/79,1979,october,13
Don Smith,10/10/51,1951,october,1
Mike Tobey,10/10/94,1994,october,1
Gus Williams,10/10/53,1953,october,11
Randy Breuer,11/10/60,1960,october,11
Mike Conley,11/10/87,1987,october,13
Lee Davis,11/10/45,1945,october,8
Bob Donham,11/10/26,1926,october,4
Kenny Green,11/10/64,1964,october,2
Darrall Imhoff,11/10/38,1938,october,12
Keldon Johnson,11/10/99,1999,october,1
Desmond Mason,11/10/77,1977,october,10
Norm Nixon,11/10/55,1955,october,10
Cherokee Parks,11/10/72,1972,october,9
Larry Staverman,11/10/36,1936,october,5
Salim Stoudamire,11/10/82,1982,october,3
Jordan Williams,11/10/90,1990,october,1
Kevin Brooks,12/10/69,1969,october,3
Leon Brown,12/10/19,1919,october,1
Maurice Carter,12/10/76,1976,october,1
Nate Driggers,12/10/73,1973,october,1
Gary Garland,12/10/57,1957,october,1
Marko Jarić,12/10/78,1978,october,7
Jack Marin,12/10/44,1944,october,11
Justin Robinson,12/10/97,1997,october,1
Charlie Ward,12/10/70,1970,october,11
Voise Winters,12/10/62,1962,october,1
Moses Brown,13/10/99,1999,october,1
Nat Clifton*,13/10/22,1922,october,8
Norris Cole,13/10/88,1988,october,6
Derek Harper,13/10/61,1961,october,16
Ed Kalafat,13/10/32,1932,october,3
Jermaine O'Neal,13/10/78,1978,october,18
Charlie Parsley,13/10/25,1925,october,1
Paul Pierce,13/10/77,1977,october,19
Doc Rivers,13/10/61,1961,october,13
Chris Smith,13/10/87,1987,october,1
Reggie Theus,13/10/57,1957,october,13
Yuta Watanabe,13/10/94,1994,october,2
Zeke Zawoluk,13/10/30,1930,october,3
P.J. Brown,14/10/69,1969,october,15
Skip Harlicka,14/10/46,1946,october,1
Jim Jackson,14/10/70,1970,october,14
Horace Jenkins,14/10/74,1974,october,1
Wesley Matthews,14/10/86,1986,october,11
Dave Schellhase,14/10/44,1944,october,2
Dwayne Schintzius,14/10/68,1968,october,8
DeJuan Wheat,14/10/73,1973,october,2
Matt Williams,14/10/93,1993,october,1
Ray Williams,14/10/54,1954,october,10
Arron Afflalo,15/10/85,1985,october,11
Ron Anderson,15/10/58,1958,october,10
Mickey Dillard,15/10/58,1958,october,1
Steve Harris,15/10/63,1963,october,5
Fred Hoiberg,15/10/72,1972,october,10
Richaun Holmes,15/10/93,1993,october,5
Dominique Jones,15/10/88,1988,october,3
Tom Patterson,15/10/48,1948,october,2
Mike Peplowski,15/10/70,1970,october,3
Jakob Poeltl,15/10/95,1995,october,4
Bob Royer,15/10/27,1927,october,1
Paul Ruffner,15/10/48,1948,october,5
Mark Wade,15/10/65,1965,october,2
Alan Anderson,16/10/82,1982,october,8
Manute Bol,16/10/62,1962,october,10
Alonzo Bradley,16/10/53,1953,october,3
Mel Counts,16/10/41,1941,october,12
Dave DeBusschere*,16/10/40,1940,october,12
Jerry Dover,16/10/49,1949,october,1
Billy Garrett,16/10/94,1994,october,1
John Mengelt,16/10/49,1949,october,10
Roger Phegley,16/10/56,1956,october,6
Roy Pugh,16/10/22,1922,october,1
Mike Sojourner,16/10/53,1953,october,3
Tom Tolbert,16/10/65,1965,october,7
Michael Wiley,16/10/57,1957,october,2
Stephen Wilson,16/10/48,1948,october,2
Ike Anigbogu,17/10/98,1998,october,2
Mike Bratz,17/10/55,1955,october,9
Jeffrey Congdon,17/10/43,1943,october,5
Joe Courtney,17/10/69,1969,october,4
Danny Ferry,17/10/66,1966,october,13
Rubén Garcés,17/10/73,1973,october,1
Jay Humphries,17/10/62,1962,october,11
Steve Jones,17/10/42,1942,october,9
James Lang,17/10/83,1983,october,1
Bill Mayfield,17/10/57,1957,october,1
Tom Piotrowski,17/10/60,1960,october,1
Vincent Poirier,17/10/93,1993,october,1
Art Spector,17/10/20,1920,october,4
Robert Williams,17/10/97,1997,october,2
Anthony Avent,18/10/69,1969,october,6
Kenny Dennard,18/10/58,1958,october,3
Terry Furlow,18/10/54,1954,october,4
John Johnson,18/10/47,1947,october,12
Terance Mann,18/10/96,1996,october,1
Alvin Sims,18/10/74,1974,october,1
Mike Barr,19/10/50,1950,october,5
Joe Bryant,19/10/54,1954,october,8
Brad Daugherty,19/10/65,1965,october,8
William Franklin,19/10/49,1949,october,3
Lionel Hollins,19/10/53,1953,october,10
Brian Howard,19/10/67,1967,october,2
Howie Janotta,19/10/24,1924,october,1
Mindaugas Kuzminskas,19/10/89,1989,october,2
Bill Melchionni,19/10/44,1944,october,9
Lonnie Shelton,19/10/55,1955,october,10
Jim Thomas,19/10/60,1960,october,4
Luke Witte,19/10/50,1950,october,3
Devin Durrant,20/10/60,1960,october,2
Scott English,20/10/50,1950,october,3
Bobby Fields,20/10/49,1949,october,1
Ronald Franz,20/10/45,1945,october,6
Jerald Honeycutt,20/10/74,1974,october,2
Rodney Hood,20/10/92,1992,october,6
Eddie Jones,20/10/71,1971,october,14
Dominic McGuire,20/10/85,1985,october,6
Ed Mikan,20/10/25,1925,october,6
Kevinn Pinkney,20/10/83,1983,october,1
Lawrence Roberts,20/10/82,1982,october,2
Kyle Wiltjer,20/10/92,1992,october,1
Kyle Alexander,21/10/96,1996,october,1
Jeff Cook,21/10/56,1956,october,8
Johnny Davis,21/10/55,1955,october,10
Rich Eichhorst,21/10/33,1933,october,1
Gene Englund,21/10/17,1917,october,1
Festus Ezeli,21/10/89,1989,october,3
Billy Hassett,21/10/21,1921,october,2
Herm Klotz,21/10/21,1921,october,1
Damion Lee,21/10/92,1992,october,3
Carlton McKinney,21/10/64,1964,october,2
Vern Mikkelsen*,21/10/28,1928,october,10
Ricky Rubio,21/10/90,1990,october,9
Courtney Sims,21/10/83,1983,october,2
Everette Stephens,21/10/66,1966,october,2
James White,21/10/82,1982,october,3
Shelden Williams,21/10/83,1983,october,6
Tony Bobbitt,22/10/79,1979,october,1
Mike Butler,22/10/46,1946,october,4
Mark Crow,22/10/54,1954,october,1
Kornél Dávid,22/10/71,1971,october,3
Dion Glover,22/10/78,1978,october,6
Slater Martin*,22/10/25,1925,october,11
Jeff McInnis,22/10/74,1974,october,11
Bob McNeill,22/10/38,1938,october,2
Anthony Miller,22/10/71,1971,october,8
Jannero Pargo,22/10/79,1979,october,11
Dražen Petrović*,22/10/64,1964,october,4
Cheikh Samb,22/10/84,1984,october,2
Willie Warren,22/10/89,1989,october,1
John Wetzel,22/10/44,1944,october,7
Jordan Crawford,23/10/88,1988,october,6
Lynn Greer,23/10/79,1979,october,1
Elie Okobo,23/10/97,1997,october,2
Walter Palmer,23/10/68,1968,october,2
Brian Rowsom,23/10/65,1965,october,3
Art Stolkey,23/10/20,1920,october,1
Keith Van Horn,23/10/75,1975,october,9
Jaylen Brown,24/10/96,1996,october,4
Jeremy Evans,24/10/87,1987,october,7
R.J. Hunter,24/10/93,1993,october,4
Doug Lee,24/10/64,1964,october,3
Garrison Mathews,24/10/96,1996,october,1
Peyton Siva,24/10/90,1990,october,1
Nikola Vučević,24/10/90,1990,october,9
Zelmo Beaty*,25/10/39,1939,october,12
Jack Cotton,25/10/24,1924,october,1
Dave Cowens*,25/10/48,1948,october,11
PJ Dozier,25/10/96,1996,october,3
Devin Green,25/10/82,1982,october,1
William Howard,25/10/93,1993,october,1
Dan Issel*,25/10/48,1948,october,15
Romeo Langford,25/10/99,1999,october,1
Patrick McCaw,25/10/95,1995,october,4
José Ortiz,25/10/63,1963,october,2
Chandler Parsons,25/10/88,1988,october,9
Gene Phillips,25/10/48,1948,october,2
